Col 1,col 2,col 3,col 4,normalized column 1,standardized col 2,natural_log_amount col 3,log10_amount col 3
4069,433,22867,0.177942013,0.34066547565877625,0.799362157289118,10.037450102199095,4.359209191764298
2084,206,694982,0.002998639,0.11902635104957571,-0.6585856678787899,13.451641224930961,5.841973556529815
6613,95,638725,0.010353438,0.6247208575256811,-1.3715028863529652,13.367229280790854,5.805313914983041
3626,434,294901,0.012295652,0.2912014292094685,0.8057848349330294,12.594394985777612,5.469676245233201
1438,320,781703,0.001839573,0.04689593568557392,0.07359958352711977,13.56923015199049,5.893041778684693
3672,201,926132,0.003964878,0.29633765073693613,-0.6906990560983474,13.738772052065343,5.966672890338594
6091,561,708592,0.00859592,0.5664359088878964,1.6214648957097886,13.471035181482433,5.850396244842392
2755,589,348879,0.007896721,0.19394819115676643,1.8012998697393101,12.762480436197475,5.54267482883877
5137,332,221951,0.023144748,0.45991514068780703,0.15067171525405765,12.310211915771292,5.346257106079131
6852,475,20091,0.341048231,0.6514068780705672,1.0691146183334006,9.90802723257816,4.303001553655842
5062,110,782530,0.006468762,0.45154086645824026,-1.275162721694293,13.570287539319684,5.893500996166996
2808,193,219351,0.0128014,0.19986601161232692,-0.7420804772496393,12.298428465508062,5.341139618652028
6162,174,106706,0.057747456,0.574363555158553,-0.8641113524839575,11.577832668136228,5.028188840170767
3465,271,53833,0.064365724,0.27322465386333183,-0.24111162102454317,10.893641941007104,4.731048582809215
6088,408,399737,0.015230014,0.5661009379187137,0.6387952161913307,12.8985621098422,5.601774348790833
2217,466,986505,0.002247328,0.13387673068334077,1.011310519538197,13.801923672855683,5.994099290771086
7882,401,541300,0.014561241,0.7664135774899509,0.5938364726839503,13.20172893278507,5.733438027091061
5737,160,848977,0.006757545,0.5269093345243412,-0.9540288394987184,13.65178737423159,5.928895924745263
6008,82,454784,0.013210667,0.5571683787405092,-1.4549976957238144,13.027577859940644,5.657805177137196
5965,192,841934,0.007084878,0.5523671281822242,-0.7485031548935508,13.643456905354116,5.925278048080109
1406,263,162971,0.008627302,0.04332291201429209,-0.2924930421758351,12.001327549849877,5.212110330413275
7727,193,178138,0.043376483,0.7491067440821796,-0.7420804772496393,12.090313809798102,5.250756572073998
1467,284,586650,0.002500639,0.05013398838767307,-0.15761681165369382,13.28218366885177,5.768379075007812
7660,351,611745,0.012521557,0.7416257257704332,0.2727025904883759,13.32407080799812,5.786570428401785
3280,461,585995,0.005597317,0.2525681107637338,0.9791971313186397,13.28106653609954,5.767893910417965
9679,247,569444,0.016997282,0.9670611880303707,-0.3952558844784189,13.252415725164417,5.755451021326788
6024,116,857874,0.00702201,0.5589548905761501,-1.2366266558308239,13.662212514539267,5.933423505653955
7348,143,673015,0.010918033,0.7067887449754354,-1.0632143594452137,13.41952289664,5.828024743785094
9205,423,788505,0.011673991,0.9141357748995087,0.7351353808500031,13.577894026519216,5.89680445158442
5145,450,165641,0.03106115,0.4608083966056275,0.9085476772356132,12.017578074830364,5.2191678437403315
6162,148,728922,0.008453579,0.574363555158553,-1.0311009712256562,13.499322009381553,5.862681058109526
7527,211,259257,0.029032967,0.7267753461366682,-0.6264722796592325,12.465575126691574,5.41373049127258
6579,126,20132,0.326793165,0.6209245198749441,-1.172399879391709,9.91006586789625,4.303886921725102
3458,315,373908,0.009248264,0.27244305493523896,0.04148619530756233,12.831765056831525,5.572764757260898
7555,213,959691,0.007872326,0.7299017418490398,-0.6136269243714095,13.774366636631143,5.982131422001159
4123,328,372852,0.011058007,0.34669495310406434,0.12498100467841168,12.828936837044989,5.5715364770139955
8692,53,901420,0.009642564,0.856855739169272,-1.6412553473972478,13.711726576700551,5.954927189627215
8345,380,312754,0.026682313,0.8181107637338098,0.4589602421618091,12.653172218015555,5.495202872855685
6643,531,122120,0.054397314,0.6280705672175079,1.4287845663924439,11.712759446848814,5.086786795626624
9782,166,63810,0.153298856,0.9785618579723091,-0.9154927736352495,11.063665196862393,4.804888744622391
7271,566,367859,0.019765725,0.6981911567664135,1.653578283929346,12.815454991555606,5.565681385912084
3851,155,281509,0.013679847,0.3163242518981688,-0.9861422277182759,12.547919697631619,5.449492284046532
4909,413,724052,0.0067799,0.43445734702992406,0.6709086044108882,13.49261849199311,5.859769757498383
9087,395,88130,0.103109043,0.900960250111657,0.5553004068204814,11.386568276093707,4.94512377012212
5108,475,840992,0.00607378,0.4566770879857079,1.0691146183334006,13.642337426424705,5.9247918645584585
8955,403,203290,0.044050371,0.8862215274676195,0.6066818279717733,12.22238881001511,5.308116015865615
1432,406,143177,0.010001606,0.04622599374720857,0.6259498609035078,11.871836906083649,5.155873258367502
6628,407,123955,0.053471018,0.6263957123715944,0.6323725385474193,11.727673875496055,5.0932640496888615
2664,285,708749,0.003758735,0.18378740509155872,-0.15119413400978232,13.47125672308836,5.850492459139357
9089,112,155182,0.058569937,0.9011835640911121,-1.26231736640647,11.952353900623683,5.190841344795674
5752,98,12052,0.477265184,0.5285841893702545,-1.3522348534212307,9.396985900250192,4.081059123001319
6299,532,72152,0.087301807,0.5896605627512282,1.4352072440363555,11.186530283845544,4.858248373917737
4690,327,526742,0.00890379,0.4100044662795891,0.1185583270345002,13.174466144080768,5.721597948395489
6305,424,33515,0.18812472,0.5903305046895936,0.7415580584939145,10.419748378792058,4.525239223729745
4952,47,145136,0.034119722,0.439258597588209,-1.6797914132607166,11.885426512854725,5.161775149599416
2423,431,787245,0.003077822,0.1568780705672175,0.786516802001295,13.576294787720492,5.896109910998889
8769,576,78863,0.111192828,0.8654533273782938,1.717805060368461,11.27546744880796,4.896873293897033
1772,79,869458,0.002038051,0.08418937025457794,-1.474265728655549,13.675625307987046,5.939248607835233
5496,93,71393,0.076982337,0.5,-1.3843482416407882,11.175955104305832,4.853655631798504
2374,361,361657,0.006564231,0.1514068780705672,0.3369293669274908,12.798451527820786,5.55829687543881
5604,106,555710,0.010084397,0.5120589548905762,-1.3008534322699388,13.228001854427315,5.744848211983765
6766,214,114519,0.059081899,0.6418043769539973,-0.6072042467274981,11.64849602707473,5.058877547030507
4504,585,223796,0.020125471,0.3892362661902635,1.7756091591636642,12.318490201599253,5.349852319933832
6247,74,221987,0.028141288,0.5838543992853953,-1.5063791168751064,12.310374100581239,5.346327542047138
4538,269,837589,0.005417932,0.39303260384100047,-0.25395697631236613,13.638282805691961,5.923030965148018
8499,130,675427,0.012583151,0.8353059401518536,-1.146709168816063,13.423100362444908,5.829578417443363
4443,511,666679,0.006664377,0.38242518981688256,1.300331013514214,13.410063949684988,5.823916775317916
7092,150,615236,0.011527284,0.6782045556051809,-1.0182556159378333,13.329761213016752,5.789041739901172
5558,366,339753,0.016358943,0.5069227333631086,0.36904275514704826,12.73597416199648,5.531163300217464
9561,454,175890,0.054357837,0.953885663242519,0.9342383878112592,12.07761407862637,5.2452411489044595
4303,394,338913,0.012696474,0.36679321125502456,0.54887772917657,12.733498716257492,5.53008822779277
1835,315,640929,0.002863032,0.09122376060741402,0.04148619530756233,13.370673965337398,5.806809922473502
7247,346,655521,0.011055329,0.6955113890129522,0.24058920226881847,13.393185618286003,5.816586609127603
2216,258,724158,0.003060106,0.1337650736936132,-0.3246064303953925,13.492764879602904,5.859833332829535
7029,357,15782,0.445380814,0.6711701652523447,0.31123865635184483,9.666625329080981,4.198162039046076
6671,299,998240,0.006682762,0.6311969629298794,-0.061276646995021486,13.813749007344613,5.999234968286288
9974,418,228505,0.043648935,1.0,0.7030219926304456,12.339313370915066,5.358895707463427
7946,365,815931,0.009738569,0.7735596248325145,0.36262007750313674,13.612085071547416,5.911653433770674
9011,164,726461,0.012403969,0.8924743188923626,-0.9283381289230724,13.495940078514378,5.861212304195734
5868,343,330628,0.017748043,0.5415364001786512,0.221321169337084,12.708749155277543,5.519339630029649
9209,577,299266,0.030771955,0.914582402858419,1.7242277380123723,12.609088088991745,5.4760573788811335
1769,117,371928,0.004756297,0.08385439928539526,-1.2302039781869125,12.82645556613528,5.570458874749803
8352,151,720255,0.011595893,0.8188923626619027,-1.0118329382939217,13.487360594956694,5.857486281829052
8649,406,508333,0.017014437,0.8520544886109871,0.6259498609035078,13.13889202361762,5.706148304179782
8605,350,491255,0.017516361,0.8471415810629745,0.26627991284446445,13.10471862023086,5.691306983661058
3034,403,897142,0.00338185,0.2251004912907548,0.6066818279717733,13.7069694339746,5.952861188791707
5626,248,194910,0.028864604,0.5145154086645825,-0.3888332068345074,12.180293192542686,5.289834121485031
5948,330,450105,0.013214694,0.5504689593568557,0.13782635996623466,13.017236167861848,5.653313837333832
3178,98,341550,0.009304641,0.241179097811523,-1.3522348534212307,12.741249360159996,5.533454289670824
8576,85,445058,0.019269399,0.8439035283608753,-1.4357296627920801,13.005959889733889,5.648416611966454
5318,230,47285,0.112466956,0.48012505582849485,-0.5044414044249143,10.763948399449612,4.6747233933723065
4051,344,181769,0.022286529,0.33865564984368024,0.2277438469809955,12.110491929134126,5.259519817956818
9900,179,577793,0.017134164,0.9917373827601608,-0.8319979642644001,13.266970952022229,5.761772276033986
6444,287,881167,0.007313029,0.6058508262617239,-0.13834877872195936,13.689002444275824,5.945058224309117
2691,91,881619,0.003052339,0.18680214381420276,-1.3971935969286111,13.68951526887269,5.9452809412017205
2369,281,156382,0.015148802,0.15084859312192944,-0.17688484458542827,11.960057010955975,5.1941867631064795
7300,400,525483,0.013891981,0.7014292094685127,0.5874137950400389,13.172073118633145,5.720558670648532
8765,361,537137,0.016317997,0.8650066994193837,0.3369293669274908,13.194008461995994,5.73008506922967
5679,517,141922,0.040014938,0.5204332291201429,1.3388670793776831,11.863032889890558,5.152049722716256
9254,441,442390,0.020918194,0.919606967396159,0.8507435784404099,12.999947124956488,5.645805301402646
8174,34,724983,0.011274747,0.7990174184903975,-1.763286222631566,13.493903485286035,5.860327822994782
4887,563,919392,0.005315469,0.43200089325591784,1.6343102509976115,13.731467860989456,5.963500720459569
2167,276,741654,0.002921848,0.12829388119696292,-0.20899823280498572,13.51663810611684,5.870201343369764
5196,289,280125,0.018548862,0.4665029030817329,-0.12550342343413637,12.542991211103228,5.447351869543118
9568,356,615817,0.015537083,0.9546672621706119,0.30481597870793337,13.330705120457191,5.789451673693982
1018,373,748364,0.001360301,0.0,0.41400149865442865,13.525644769606183,5.8741128876235456
7029,98,227453,0.030903088,0.6711701652523447,-1.3522348534212307,12.334698902623192,5.356891669347347
1495,354,679025,0.002201686,0.05326038410004466,0.2919706234201104,13.428413224714287,5.8318857642100665
6059,405,106700,0.05678538,0.5628628852166145,0.6195271832595963,11.577776437289845,5.02816441942447
1737,566,456632,0.003803938,0.08028137561411344,1.653578283929346,13.031633093845945,5.659566342845096
7664,151,977123,0.007843434,0.7420723537293434,-1.0118329382939217,13.792367818699505,5.989949236041185
4277,331,984901,0.004342568,0.3638901295221081,0.14424903761014615,13.800296407488784,5.993392578401649
5286,561,227591,0.023225874,0.47655203215721303,1.6214648957097886,12.335305437394469,5.3571550840515965
5473,70,420826,0.013005375,0.4974318892362662,-1.5320698274507525,12.949974725569138,5.624102564101254
2588,346,687979,0.003761743,0.1753014738722644,0.24058920226881847,13.441513593193823,5.837575181951628
2863,172,602072,0.004755245,0.20600714604734258,-0.8769567077717806,13.308132318468193,5.779648430349066
7607,574,332040,0.02290989,0.7357079053148727,1.704959705080638,12.713010722568972,5.521190405188577
2174,130,606495,0.003584531,0.12907548012505582,-1.146709168816063,13.315451763309177,5.7828272248541
9854,293,885918,0.011122926,0.9866011612326931,-0.09981271285849042,13.694379674514062,5.947393525729507
2002,57,637978,0.003138039,0.10987047789191604,-1.6155646368216017,13.366059078973763,5.804805702791166
5521,378,785463,0.007028975,0.5027914247431889,0.4461148868739861,13.574028631812826,5.8951257319930574
5801,330,77708,0.074651259,0.5340553818669048,0.13782635996623466,11.260713491158672,4.890465731503713
5903,171,233871,0.02524041,0.5454443948191157,-0.883379385415692,12.362524960276737,5.368976372639404
8433,153,89179,0.094562621,0.8279365788298347,-0.9989875830060988,11.39840086484208,4.950262598122168
7196,114,973399,0.007392652,0.6898168825368468,-1.2494720111186468,13.788549349054067,5.988290895744857
5750,182,40822,0.140855421,0.5283608753907995,-0.8127299313326657,10.616976430753988,4.610894278373339
8848,456,683741,0.012940573,0.8742742295667709,0.9470837430990823,13.435334469926032,5.834891622813426
8686,117,108037,0.080398382,0.8561857972309067,-1.2302039781869125,11.590229040027507,5.03357251607877
4894,193,615745,0.007948095,0.4327824921840107,-0.7420804772496393,13.330588195771172,5.789400893948046
2305,483,279621,0.008243301,0.14370254577936578,1.1204960394846923,12.541190393817518,5.446569784533017
3762,245,896944,0.004194242,0.30638677981241624,-0.40810123976624185,13.70674870876878,5.952765329052803
3620,34,107667,0.033622187,0.2905314872711032,-1.763286222631566,11.586798409507123,5.032082612174318
6688,219,643087,0.010399837,0.6330951317552479,-0.5750908585079406,13.374035297333036,5.8082697304110535
2358,518,558758,0.004220074,0.1496203662349263,1.3452897570215945,13.233471742480797,5.747223754182021
1560,216,695126,0.002244197,0.060518088432335866,-0.594358891439675,13.451848403079012,5.842063532856285
1991,534,379741,0.005243047,0.10864225100491291,1.4480525993241784,12.847244720374674,5.579487489719406
2656,363,360875,0.007359889,0.18289414917373828,0.3497747222153138,12.796286916965236,5.557356796888777
9729,585,536961,0.018118634,0.9726440375167485,1.7756091591636642,13.193680745155303,5.729942743614132
1306,464,443348,0.002945767,0.0321572130415364,0.9984651642503741,13.002110293689373,5.646744753646764
7082,78,68892,0.102798583,0.6770879857079053,-1.4806884062994605,11.140295339955637,4.838168792915244
5117,367,849665,0.006022374,0.4576820008932559,0.37546543279095973,13.652597433134668,5.929247728856887
2236,174,368557,0.006066904,0.13599821348816435,-0.8641113524839575,12.81735065978939,5.566504664165536
8065,564,554333,0.014549017,0.7868468066100938,1.640732928641523,13.225520868183864,5.743770733348557
7551,486,735134,0.010271597,0.7294551138901295,1.1397640724164269,13.507808074503162,5.866366509364912
2414,522,966697,0.002497163,0.1558731576596695,1.3709804675972406,13.781640385106618,5.98529037082681
5673,299,380246,0.014919289,0.5197632871817776,-0.061276646995021486,12.848573690671076,5.580064654185747
7546,300,211173,0.035733735,0.7288968289414918,-0.05485396935111,12.260432981732807,5.324638389711191
5392,430,691117,0.007801863,0.4883876730683341,0.7800941243573836,13.446064408243162,5.839551575815718
7655,142,93471,0.081897059,0.7410674408217954,-1.0696370370891253,11.445406506739277,4.970676889016442
2943,499,611393,0.004813598,0.21493970522554712,1.2232588817872763,13.323495239240192,5.786320462066262
4342,240,663436,0.006544716,0.3711478338543993,-0.4402146279857993,13.405187669925672,5.821799033926229
3582,533,566631,0.006321574,0.286288521661456,1.4416299216802668,13.247463577200985,5.753300330792701
4294,451,477561,0.008991522,0.36578829834747656,0.9149703548795248,13.076447179434853,5.679028852927898
3011,270,783574,0.003842649,0.22253238052702098,-0.24753429866845467,13.571620784308072,5.894080017108478
5546,436,601207,0.009224776,0.5055828494863779,0.8186301902208525,13.30669458017308,5.779024028541077
8852,192,671070,0.013190874,0.8747208575256811,-0.7485031548935508,13.416628732420268,5.826767824234742
6745,364,742010,0.009090174,0.6394595801697186,0.35619739985922527,13.51711799914765,5.870409758264949
4500,575,896607,0.005018921,0.38878963823135326,1.7113823827245493,13.706372917944917,5.952602125171649
4536,44,68476,0.066242187,0.39280928986154534,-1.699059446192451,11.134238597894669,4.835538383259855
3843,522,720381,0.005334677,0.31543099598034835,1.3709804675972406,13.487535517699596,5.857562249811053
7961,203,707430,0.01125341,0.7752344796784278,-0.6778537008105244,13.469393963675323,5.849683473005162
2151,72,587871,0.003658966,0.126507369361322,-1.5192244721629293,13.284262815056648,5.769282036731661
3420,519,950489,0.003598148,0.2682000893255918,1.351712434665506,13.764731867987264,5.9779470951447085
5405,362,937558,0.005764977,0.4898392139347923,0.3433520445714023,13.751033901579707,5.97199814392061
3693,378,875818,0.004216629,0.2986824475212148,0.4461148868739861,13.682913585775822,5.942413866661476
1554,226,463056,0.003355966,0.05984814649397052,-0.5301321150005601,13.045603276078445,5.665633515899853
5579,523,496579,0.011234869,0.5092675301473872,1.377403145241152,13.115497863606683,5.69598834957827
6268,545,742111,0.008446176,0.586199196069674,1.5187020534072047,13.51725410664853,5.8704688690015265
1182,468,185082,0.006386358,0.01831174631531934,1.02415587482602,12.128554249100436,5.267364183848557
7343,80,522334,0.014058055,0.7062304600267977,-1.4678430510116376,13.16606250899342,5.7179482960491255
2496,496,355911,0.007012989,0.16502903081732917,1.2039908488555418,12.782435978578958,5.551341410778434
1082,96,76055,0.014226547,0.007146047342563644,-1.3650802087090537,11.239212041745843,4.8811277706708
1062,424,359577,0.00295347,0.004912907548012505,0.7415580584939145,12.792683619578572,5.555791904717092
2785,435,409913,0.006794125,0.1972979008485931,0.812207512576941,12.923700221041969,5.6126916917703635
2135,118,564044,0.003785166,0.12472085752568111,-1.223781300543001,13.242887541621645,5.751312983791601
8590,146,589694,0.014566877,0.8454667262170612,-1.0439463265134792,13.287359037271749,5.770626708954425
1915,334,495294,0.00386639,0.10015631978561858,0.1635170705418806,13.112906804632575,5.694863066963529
5222,311,773170,0.006754013,0.4694059848146494,0.015795484731916377,13.558254225770513,5.88827499449358
6607,132,523628,0.012617736,0.6240509155873157,-1.1338638135282402,13.168536787523925,5.719022861561615
3422,109,832699,0.004109528,0.2684234033050469,-1.2815853993382043,13.632427511310496,5.920488043108229
5761,416,160218,0.035957258,0.5295891022778025,0.6901766373426227,11.984290666855097,5.20471130613981
9702,399,421017,0.0230442,0.9696292987941045,0.5809911173961274,12.950428491896773,5.62429963231342
4813,531,633224,0.007600786,0.4237382760160786,1.4287845663924439,13.358579508987066,5.801557366818934
5471,437,97668,0.0560163,0.49720857525681106,0.825052867864764,11.489329251115041,4.989752294528883
